scenario,atk_count,cycle,time_s,node_id,phi,theta,sig_flag,hmac_ok,zeta
v3a,30,1,2.600000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,8,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,9,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,10,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,11,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,12,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,13,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,14,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,15,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,16,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,17,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,18,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,19,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,20,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,21,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,22,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,23,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,24,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,25,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,26,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,27,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,28,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,29,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,30,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,31,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,32,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,33,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.600000,34,0.000000,0.900000,0,1,0.000000
v3a,30,1,2.600000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,2.900000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.200000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,29,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,30,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,31,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,32,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,33,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.500000,34,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,5,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,6,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,7,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,8,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,9,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,10,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,11,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,12,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,13,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,14,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,15,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,16,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,17,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,18,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,19,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,20,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,21,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,22,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,23,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,24,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,25,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,26,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,27,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,28,1.000000,0.900000,1,1,0.000000
v3a,30,1,3.800000,29,1.000000,0.900000,1,1,0.000000
