variant,mu,gamma,val_MCC
V3,0.3,0.25,0.6631
V3,0.3,0.26,0.6634
V3,0.3,0.27,0.6638
V3,0.3,0.28,0.6638
V3,0.3,0.29,0.6638
V3,0.3,0.3,0.6642
V3,0.3,0.31,0.6642
V3,0.3,0.32,0.6642
V3,0.3,0.33,0.6642
V3,0.3,0.34,0.6642
V3,0.3,0.35,0.6642
V3,0.3,0.36,0.6642
V3,0.3,0.37,0.6642
V3,0.3,0.38,0.6642
V3,0.3,0.39,0.6642
V3,0.3,0.4,0.6642
V3,0.3,0.41,0.6642
V3,0.3,0.42,0.6642
V3,0.3,0.43,0.6642
V3,0.3,0.44,0.6642
V3,0.3,0.45,0.6642
V3,0.3,0.46,0.6642
V3,0.3,0.47,0.6642
V3,0.3,0.48,0.6642
V3,0.3,0.49,0.6642
V3,0.3,0.5,0.6642
V3,0.3,0.51,0.6642
V3,0.3,0.52,0.6642
V3,0.3,0.53,0.6642
V3,0.3,0.54,0.6642
V3,0.3,0.55,0.6642
V3,0.3,0.56,0.6642
V3,0.3,0.57,0.6642
V3,0.3,0.58,0.6642
V3,0.3,0.59,0.6642
V3,0.3,0.6,0.6642
V3,0.3,0.61,0.6663
V3,0.3,0.62,0.678
V3,0.3,0.63,0.6877
V3,0.3,0.64,0.6981
V3,0.3,0.65,0.7037
V3,0.3,0.66,0.7102
V3,0.3,0.67,0.7108
V3,0.3,0.68,0.7186
V3,0.3,0.69,0.7283
V3,0.3,0.7,0.7309
V3,0.3,0.71,0.7356
V3,0.3,0.72,0.7426
V3,0.3,0.73,0.7449
V3,0.3,0.74,0.7463
V3,0.3,0.75,0.7513
V3,0.3,0.76,0.7595
V3,0.3,0.77,0.7741
V3,0.3,0.78,0.7722
V3,0.3,0.79,0.7643
V3,0.3,0.8,0.7525
V3,0.3,0.81,0.7585
V3,0.3,0.82,0.7554
V3,0.3,0.83,0.7503
V3,0.3,0.84,0.7492
V3,0.3,0.85,0.7444
V3,0.3,0.86,0.7338
V3,0.3,0.87,0.7274
V3,0.3,0.88,0.7224
V3,0.3,0.89,0.7077
V3,0.3,0.9,0.6839
V3,0.3,0.91,0.0
V3,0.3,0.92,0.0
V3,0.3,0.93,0.0
V3,0.3,0.94,0.0
V3,0.3,0.95,0.0
V3,0.35,0.05,0.5892
V3,0.35,0.06,0.6437
V3,0.35,0.07,0.6505
V3,0.35,0.08,0.6531
V3,0.35,0.09,0.6547
V3,0.35,0.1,0.6565
V3,0.35,0.11,0.6565
V3,0.35,0.12,0.6573
V3,0.35,0.13,0.6577
V3,0.35,0.14,0.6584
V3,0.35,0.15,0.6584
V3,0.35,0.16,0.6584
V3,0.35,0.17,0.6588
V3,0.35,0.18,0.6596
V3,0.35,0.19,0.6596
V3,0.35,0.2,0.6607
V3,0.35,0.21,0.6607
V3,0.35,0.22,0.6611
V3,0.35,0.23,0.6615
V3,0.35,0.24,0.6619
V3,0.35,0.25,0.6623
V3,0.35,0.26,0.6623
V3,0.35,0.27,0.6631
V3,0.35,0.28,0.6631
V3,0.35,0.29,0.6634
V3,0.35,0.3,0.6634
V3,0.35,0.31,0.6638
V3,0.35,0.32,0.6638
V3,0.35,0.33,0.6638
V3,0.35,0.34,0.6642
V3,0.35,0.35,0.6642
V3,0.35,0.36,0.6642
V3,0.35,0.37,0.6642
V3,0.35,0.38,0.6642
V3,0.35,0.39,0.6642
V3,0.35,0.4,0.6642
V3,0.35,0.41,0.6642
V3,0.35,0.42,0.6642
V3,0.35,0.43,0.6642
V3,0.35,0.44,0.6642
V3,0.35,0.45,0.6642
V3,0.35,0.46,0.6642
V3,0.35,0.47,0.6642
V3,0.35,0.48,0.6642
V3,0.35,0.49,0.6642
V3,0.35,0.5,0.6642
V3,0.35,0.51,0.6642
V3,0.35,0.52,0.6642
V3,0.35,0.53,0.6642
V3,0.35,0.54,0.6642
V3,0.35,0.55,0.6642
V3,0.35,0.56,0.6642
V3,0.35,0.57,0.6693
V3,0.35,0.58,0.6788
V3,0.35,0.59,0.6875
V3,0.35,0.6,0.6957
V3,0.35,0.61,0.7007
V3,0.35,0.62,0.706
V3,0.35,0.63,0.7114
V3,0.35,0.64,0.713
V3,0.35,0.65,0.7193
V3,0.35,0.66,0.7283
V3,0.35,0.67,0.7293
V3,0.35,0.68,0.7341
V3,0.35,0.69,0.7373
V3,0.35,0.7,0.7432
V3,0.35,0.71,0.7453
V3,0.35,0.72,0.7467
V3,0.35,0.73,0.7501
V3,0.35,0.74,0.7601
V3,0.35,0.75,0.7678
V3,0.35,0.76,0.7739
V3,0.35,0.77,0.7733
V3,0.35,0.78,0.7629
V3,0.35,0.79,0.7548
V3,0.35,0.8,0.7585
V3,0.35,0.81,0.7581
V3,0.35,0.82,0.7508
V3,0.35,0.83,0.7504
V3,0.35,0.84,0.7424
V3,0.35,0.85,0.7409
V3,0.35,0.86,0.7345
V3,0.35,0.87,0.7274
V3,0.35,0.88,0.7216
V3,0.35,0.89,0.7117
V3,0.35,0.9,0.6952
V3,0.35,0.91,0.6598
V3,0.35,0.92,0.0
V3,0.35,0.93,0.0
V3,0.35,0.94,0.0
V3,0.35,0.95,0.0
V3,0.4,0.05,0.6229
V3,0.4,0.06,0.6415
V3,0.4,0.07,0.6494
V3,0.4,0.08,0.6531
V3,0.4,0.09,0.6543
V3,0.4,0.1,0.6562
V3,0.4,0.11,0.6565
V3,0.4,0.12,0.6569
V3,0.4,0.13,0.6573
V3,0.4,0.14,0.6577
V3,0.4,0.15,0.6584
V3,0.4,0.16,0.6584
V3,0.4,0.17,0.6584
V3,0.4,0.18,0.6584
V3,0.4,0.19,0.6592
V3,0.4,0.2,0.6596
V3,0.4,0.21,0.66
V3,0.4,0.22,0.6607
V3,0.4,0.23,0.6607
V3,0.4,0.24,0.6611
V3,0.4,0.25,0.6615
V3,0.4,0.26,0.6615
V3,0.4,0.27,0.6623
V3,0.4,0.28,0.6623
V3,0.4,0.29,0.6623
V3,0.4,0.3,0.6631
V3,0.4,0.31,0.6631
V3,0.4,0.32,0.6634
V3,0.4,0.33,0.6634
V3,0.4,0.34,0.6638
V3,0.4,0.35,0.6638
V3,0.4,0.36,0.6638
V3,0.4,0.37,0.6642
V3,0.4,0.38,0.6642
V3,0.4,0.39,0.6642
V3,0.4,0.4,0.6642
V3,0.4,0.41,0.6642
V3,0.4,0.42,0.6642
V3,0.4,0.43,0.6642
V3,0.4,0.44,0.6642
V3,0.4,0.45,0.6642
V3,0.4,0.46,0.6642
V3,0.4,0.47,0.6642
V3,0.4,0.48,0.6642
V3,0.4,0.49,0.6642
V3,0.4,0.5,0.6642
V3,0.4,0.51,0.6642
V3,0.4,0.52,0.6642
V3,0.4,0.53,0.6716
V3,0.4,0.54,0.6797
V3,0.4,0.55,0.6875
V3,0.4,0.56,0.6945
V3,0.4,0.57,0.6989
V3,0.4,0.58,0.7048
V3,0.4,0.59,0.7084
V3,0.4,0.6,0.7113
V3,0.4,0.61,0.7153
V3,0.4,0.62,0.7204
V3,0.4,0.63,0.7281
V3,0.4,0.64,0.731
V3,0.4,0.65,0.7332
V3,0.4,0.66,0.7363
V3,0.4,0.67,0.7421
V3,0.4,0.68,0.7438
V3,0.4,0.69,0.745
V3,0.4,0.7,0.748
V3,0.4,0.71,0.7512
V3,0.4,0.72,0.7582
V3,0.4,0.73,0.7649
V3,0.4,0.74,0.7737
V3,0.4,0.75,0.7733
V3,0.4,0.76,0.7722
V3,0.4,0.77,0.7619
V3,0.4,0.78,0.7556
V3,0.4,0.79,0.7577
V3,0.4,0.8,0.7584
V3,0.4,0.81,0.7533
V3,0.4,0.82,0.7509
V3,0.4,0.83,0.7492
V3,0.4,0.84,0.7419
V3,0.4,0.85,0.7386
V3,0.4,0.86,0.7334
V3,0.4,0.87,0.7274
V3,0.4,0.88,0.7244
V3,0.4,0.89,0.714
V3,0.4,0.9,0.704
V3,0.4,0.91,0.6851
V3,0.4,0.92,0.5478
V3,0.4,0.93,0.0
V3,0.4,0.94,0.0
V3,0.4,0.95,0.0
V3,0.45,0.05,0.6231
V3,0.45,0.06,0.6392
V3,0.45,0.07,0.6489
V3,0.45,0.08,0.6528
V3,0.45,0.09,0.6543
V3,0.45,0.1,0.6554
V3,0.45,0.11,0.6565
V3,0.45,0.12,0.6565
V3,0.45,0.13,0.6573
V3,0.45,0.14,0.6573
V3,0.45,0.15,0.6577
V3,0.45,0.16,0.6584
V3,0.45,0.17,0.6584
V3,0.45,0.18,0.6584
V3,0.45,0.19,0.6584
V3,0.45,0.2,0.6588
V3,0.45,0.21,0.6596
V3,0.45,0.22,0.6596
V3,0.45,0.23,0.6604
V3,0.45,0.24,0.6607
V3,0.45,0.25,0.6607
V3,0.45,0.26,0.6607
V3,0.45,0.27,0.6615
V3,0.45,0.28,0.6615
V3,0.45,0.29,0.6619
V3,0.45,0.3,0.6623
V3,0.45,0.31,0.6623
V3,0.45,0.32,0.6623
V3,0.45,0.33,0.6631
V3,0.45,0.34,0.6631
V3,0.45,0.35,0.6631
V3,0.45,0.36,0.6634
V3,0.45,0.37,0.6638
V3,0.45,0.38,0.6638
V3,0.45,0.39,0.6638
V3,0.45,0.4,0.6638
V3,0.45,0.41,0.6642
V3,0.45,0.42,0.6642
V3,0.45,0.43,0.6642
V3,0.45,0.44,0.6642
V3,0.45,0.45,0.6642
V3,0.45,0.46,0.6642
V3,0.45,0.47,0.6642
V3,0.45,0.48,0.6652
V3,0.45,0.49,0.6742
V3,0.45,0.5,0.6803
V3,0.45,0.51,0.6879
V3,0.45,0.52,0.693
V3,0.45,0.53,0.6987
V3,0.45,0.54,0.7031
V3,0.45,0.55,0.7063
V3,0.45,0.56,0.71
V3,0.45,0.57,0.7115
V3,0.45,0.58,0.7141
V3,0.45,0.59,0.7209
V3,0.45,0.6,0.7281
V3,0.45,0.61,0.7309
V3,0.45,0.62,0.7326
V3,0.45,0.63,0.7343
V3,0.45,0.64,0.7373
V3,0.45,0.65,0.7432
V3,0.45,0.66,0.7451
V3,0.45,0.67,0.7454
V3,0.45,0.68,0.7483
V3,0.45,0.69,0.7512
V3,0.45,0.7,0.7543
V3,0.45,0.71,0.7623
V3,0.45,0.72,0.7737
V3,0.45,0.73,0.7745
V3,0.45,0.74,0.7733
V3,0.45,0.75,0.7675
V3,0.45,0.76,0.7586
V3,0.45,0.77,0.756
V3,0.45,0.78,0.7569
V3,0.45,0.79,0.7598
V3,0.45,0.8,0.7538
V3,0.45,0.81,0.7514
V3,0.45,0.82,0.7521
V3,0.45,0.83,0.7446
V3,0.45,0.84,0.7444
V3,0.45,0.85,0.7351
V3,0.45,0.86,0.7289
V3,0.45,0.87,0.7274
V3,0.45,0.88,0.7244
V3,0.45,0.89,0.719
V3,0.45,0.9,0.71
V3,0.45,0.91,0.6952
V3,0.45,0.92,0.6741
V3,0.45,0.93,0.0
V3,0.45,0.94,0.0
V3,0.45,0.95,0.0
V3,0.5,0.05,0.6238
V3,0.5,0.06,0.6374
V3,0.5,0.07,0.6468
V3,0.5,0.08,0.6513
V3,0.5,0.09,0.6535
V3,0.5,0.1,0.655
V3,0.5,0.11,0.6562
V3,0.5,0.12,0.6565
V3,0.5,0.13,0.6569
V3,0.5,0.14,0.6573
V3,0.5,0.15,0.6573
V3,0.5,0.16,0.6577
V3,0.5,0.17,0.6584
V3,0.5,0.18,0.6584
V3,0.5,0.19,0.6584
V3,0.5,0.2,0.6584
V3,0.5,0.21,0.6584
V3,0.5,0.22,0.6592
V3,0.5,0.23,0.6596
V3,0.5,0.24,0.6596
V3,0.5,0.25,0.6607
V3,0.5,0.26,0.6607
V3,0.5,0.27,0.6607
V3,0.5,0.28,0.6607
V3,0.5,0.29,0.6615
V3,0.5,0.3,0.6615
V3,0.5,0.31,0.6615
V3,0.5,0.32,0.6623
V3,0.5,0.33,0.6623
V3,0.5,0.34,0.6623
V3,0.5,0.35,0.6623
V3,0.5,0.36,0.6631
V3,0.5,0.37,0.6631
V3,0.5,0.38,0.6631
V3,0.5,0.39,0.6634
V3,0.5,0.4,0.6634
V3,0.5,0.41,0.6638
V3,0.5,0.42,0.6638
V3,0.5,0.43,0.6638
V3,0.5,0.44,0.6662
V3,0.5,0.45,0.6756
V3,0.5,0.46,0.6805
V3,0.5,0.47,0.6879
V3,0.5,0.48,0.6923
V3,0.5,0.49,0.6989
V3,0.5,0.5,0.7004
V3,0.5,0.51,0.7044
V3,0.5,0.52,0.7079
V3,0.5,0.53,0.7118
V3,0.5,0.54,0.7109
V3,0.5,0.55,0.7159
V3,0.5,0.56,0.7209
V3,0.5,0.57,0.7276
V3,0.5,0.58,0.7302
V3,0.5,0.59,0.7321
V3,0.5,0.6,0.7339
V3,0.5,0.61,0.7363
V3,0.5,0.62,0.7416
V3,0.5,0.63,0.7432
V3,0.5,0.64,0.7428
V3,0.5,0.65,0.7457
V3,0.5,0.66,0.7462
V3,0.5,0.67,0.7517
V3,0.5,0.68,0.754
V3,0.5,0.69,0.7619
V3,0.5,0.7,0.7684
V3,0.5,0.71,0.773
V3,0.5,0.72,0.7719
V3,0.5,0.73,0.7715
V3,0.5,0.74,0.7647
V3,0.5,0.75,0.7579
V3,0.5,0.76,0.756
V3,0.5,0.77,0.7569
V3,0.5,0.78,0.7592
V3,0.5,0.79,0.7532
V3,0.5,0.8,0.7497
V3,0.5,0.81,0.7518
V3,0.5,0.82,0.7492
V3,0.5,0.83,0.7422
V3,0.5,0.84,0.7433
V3,0.5,0.85,0.736
V3,0.5,0.86,0.7298
V3,0.5,0.87,0.7274
V3,0.5,0.88,0.7235
V3,0.5,0.89,0.719
V3,0.5,0.9,0.7095
V3,0.5,0.91,0.7035
V3,0.5,0.92,0.6851
V3,0.5,0.93,0.6394
V3,0.5,0.94,0.0
V3,0.5,0.95,0.0
V3,0.55,0.05,0.6229
V3,0.55,0.06,0.635
V3,0.55,0.07,0.6461
V3,0.55,0.08,0.6509
V3,0.55,0.09,0.6531
V3,0.55,0.1,0.6543
V3,0.55,0.11,0.6558
V3,0.55,0.12,0.6565
V3,0.55,0.13,0.6565
V3,0.55,0.14,0.6573
V3,0.55,0.15,0.6573
V3,0.55,0.16,0.6573
V3,0.55,0.17,0.6577
V3,0.55,0.18,0.6584
V3,0.55,0.19,0.6584
V3,0.55,0.2,0.6584
V3,0.55,0.21,0.6584
V3,0.55,0.22,0.6584
V3,0.55,0.23,0.6588
V3,0.55,0.24,0.6596
V3,0.55,0.25,0.6596
V3,0.55,0.26,0.6596
V3,0.55,0.27,0.6607
V3,0.55,0.28,0.6607
V3,0.55,0.29,0.6607
V3,0.55,0.3,0.6607
V3,0.55,0.31,0.6615
V3,0.55,0.32,0.6615
V3,0.55,0.33,0.6615
V3,0.55,0.34,0.6619
V3,0.55,0.35,0.6623
V3,0.55,0.36,0.6623
V3,0.55,0.37,0.6623
V3,0.55,0.38,0.6623
V3,0.55,0.39,0.6631
V3,0.55,0.4,0.6675
V3,0.55,0.41,0.676
V3,0.55,0.42,0.6801
V3,0.55,0.43,0.6876
V3,0.55,0.44,0.6919
V3,0.55,0.45,0.6974
V3,0.55,0.46,0.6985
V3,0.55,0.47,0.7041
V3,0.55,0.48,0.7059
V3,0.55,0.49,0.71
V3,0.55,0.5,0.7118
V3,0.55,0.51,0.7132
V3,0.55,0.52,0.7157
V3,0.55,0.53,0.7214
V3,0.55,0.54,0.7276
V3,0.55,0.55,0.7302
V3,0.55,0.56,0.7302
V3,0.55,0.57,0.7331
V3,0.55,0.58,0.7374
V3,0.55,0.59,0.7386
V3,0.55,0.6,0.7435
V3,0.55,0.61,0.7438
V3,0.55,0.62,0.7453
V3,0.55,0.63,0.7462
V3,0.55,0.64,0.7454
V3,0.55,0.65,0.7517
V3,0.55,0.66,0.7533
V3,0.55,0.67,0.7581
V3,0.55,0.68,0.7669
V3,0.55,0.69,0.7748
V3,0.55,0.7,0.7738
V3,0.55,0.71,0.7744
V3,0.55,0.72,0.7722
V3,0.55,0.73,0.7629
V3,0.55,0.74,0.7572
V3,0.55,0.75,0.7557
V3,0.55,0.76,0.7569
V3,0.55,0.77,0.7584
V3,0.55,0.78,0.7554
V3,0.55,0.79,0.753
V3,0.55,0.8,0.7509
V3,0.55,0.81,0.7521
V3,0.55,0.82,0.7448
V3,0.55,0.83,0.7428
V3,0.55,0.84,0.7409
V3,0.55,0.85,0.7349
V3,0.55,0.86,0.7298
V3,0.55,0.87,0.7274
V3,0.55,0.88,0.7236
V3,0.55,0.89,0.7224
V3,0.55,0.9,0.7129
V3,0.55,0.91,0.7055
V3,0.55,0.92,0.6928
V3,0.55,0.93,0.6766
V3,0.55,0.94,0.4221
V3,0.55,0.95,0.0
V3,0.6,0.05,0.6227
V3,0.6,0.06,0.6338
V3,0.6,0.07,0.645
V3,0.6,0.08,0.6505
V3,0.6,0.09,0.652
V3,0.6,0.1,0.6543
V3,0.6,0.11,0.6554
V3,0.6,0.12,0.6562
V3,0.6,0.13,0.6565
V3,0.6,0.14,0.6565
V3,0.6,0.15,0.6573
V3,0.6,0.16,0.6573
V3,0.6,0.17,0.6573
V3,0.6,0.18,0.6581
V3,0.6,0.19,0.6584
V3,0.6,0.2,0.6584
V3,0.6,0.21,0.6584
V3,0.6,0.22,0.6584
V3,0.6,0.23,0.6584
V3,0.6,0.24,0.6584
V3,0.6,0.25,0.6592
V3,0.6,0.26,0.6596
V3,0.6,0.27,0.6596
V3,0.6,0.28,0.66
V3,0.6,0.29,0.6607
V3,0.6,0.3,0.6607
V3,0.6,0.31,0.6607
V3,0.6,0.32,0.6607
V3,0.6,0.33,0.6615
V3,0.6,0.34,0.6615
V3,0.6,0.35,0.6617
V3,0.6,0.36,0.6685
V3,0.6,0.37,0.6756
V3,0.6,0.38,0.679
V3,0.6,0.39,0.6863
V3,0.6,0.4,0.6898
V3,0.6,0.41,0.6943
V3,0.6,0.42,0.6976
V3,0.6,0.43,0.7015
V3,0.6,0.44,0.7039
V3,0.6,0.45,0.7066
V3,0.6,0.46,0.7105
V3,0.6,0.47,0.7116
V3,0.6,0.48,0.7143
V3,0.6,0.49,0.7171
V3,0.6,0.5,0.7216
V3,0.6,0.51,0.7271
V3,0.6,0.52,0.7297
V3,0.6,0.53,0.7293
V3,0.6,0.54,0.7324
V3,0.6,0.55,0.7341
V3,0.6,0.56,0.7363
V3,0.6,0.57,0.7416
V3,0.6,0.58,0.7443
V3,0.6,0.59,0.7443
V3,0.6,0.6,0.745
V3,0.6,0.61,0.7463
V3,0.6,0.62,0.7457
V3,0.6,0.63,0.7517
V3,0.6,0.64,0.7533
V3,0.6,0.65,0.7602
V3,0.6,0.66,0.7643
V3,0.6,0.67,0.7749
V3,0.6,0.68,0.7733
V3,0.6,0.69,0.7719
V3,0.6,0.7,0.7735
V3,0.6,0.71,0.7675
V3,0.6,0.72,0.7622
V3,0.6,0.73,0.7539
V3,0.6,0.74,0.7565
V3,0.6,0.75,0.7569
V3,0.6,0.76,0.7595
V3,0.6,0.77,0.7548
V3,0.6,0.78,0.7535
V3,0.6,0.79,0.7514
V3,0.6,0.8,0.7515
V3,0.6,0.81,0.7492
V3,0.6,0.82,0.7413
V3,0.6,0.83,0.7444
V3,0.6,0.84,0.7386
V3,0.6,0.85,0.7349
V3,0.6,0.86,0.7308
V3,0.6,0.87,0.7274
V3,0.6,0.88,0.7248
V3,0.6,0.89,0.7226
V3,0.6,0.9,0.713
V3,0.6,0.91,0.71
V3,0.6,0.92,0.6978
V3,0.6,0.93,0.6852
V3,0.6,0.94,0.6538
V3,0.6,0.95,0.0
V3,0.65,0.05,0.6226
V3,0.65,0.06,0.6313
V3,0.65,0.07,0.6439
V3,0.65,0.08,0.65
V3,0.65,0.09,0.6513
V3,0.65,0.1,0.6543
V3,0.65,0.11,0.655
V3,0.65,0.12,0.6562
V3,0.65,0.13,0.6565
V3,0.65,0.14,0.6565
V3,0.65,0.15,0.6569
V3,0.65,0.16,0.6573
V3,0.65,0.17,0.6573
V3,0.65,0.18,0.6573
V3,0.65,0.19,0.6581
V3,0.65,0.2,0.6584
V3,0.65,0.21,0.6584
V3,0.65,0.22,0.6584
V3,0.65,0.23,0.6584
V3,0.65,0.24,0.6584
V3,0.65,0.25,0.6584
V3,0.65,0.26,0.6588
V3,0.65,0.27,0.6596
V3,0.65,0.28,0.6596
V3,0.65,0.29,0.6596
V3,0.65,0.3,0.6604
V3,0.65,0.31,0.6627
V3,0.65,0.32,0.6681
V3,0.65,0.33,0.6742
V3,0.65,0.34,0.6776
V3,0.65,0.35,0.6851
V3,0.65,0.36,0.6886
V3,0.65,0.37,0.6923
V3,0.65,0.38,0.6955
V3,0.65,0.39,0.6979
V3,0.65,0.4,0.7024
V3,0.65,0.41,0.7042
V3,0.65,0.42,0.7079
V3,0.65,0.43,0.7096
V3,0.65,0.44,0.7095
V3,0.65,0.45,0.7139
V3,0.65,0.46,0.7171
V3,0.65,0.47,0.7209
V3,0.65,0.48,0.7266
V3,0.65,0.49,0.7293
V3,0.65,0.5,0.731
V3,0.65,0.51,0.732
V3,0.65,0.52,0.7333
V3,0.65,0.53,0.7358
V3,0.65,0.54,0.737
V3,0.65,0.55,0.7421
V3,0.65,0.56,0.7437
V3,0.65,0.57,0.746
V3,0.65,0.58,0.7445
V3,0.65,0.59,0.7463
V3,0.65,0.6,0.7468
V3,0.65,0.61,0.7517
V3,0.65,0.62,0.7544
V3,0.65,0.63,0.7601
V3,0.65,0.64,0.763
V3,0.65,0.65,0.768
V3,0.65,0.66,0.7716
V3,0.65,0.67,0.7745
V3,0.65,0.68,0.7744
V3,0.65,0.69,0.7708
V3,0.65,0.7,0.7643
V3,0.65,0.71,0.7608
V3,0.65,0.72,0.7536
V3,0.65,0.73,0.7565
V3,0.65,0.74,0.7569
V3,0.65,0.75,0.7598
V3,0.65,0.76,0.7581
V3,0.65,0.77,0.7538
V3,0.65,0.78,0.7497
V3,0.65,0.79,0.7509
V3,0.65,0.8,0.7521
V3,0.65,0.81,0.7459
V3,0.65,0.82,0.7411
V3,0.65,0.83,0.7444
V3,0.65,0.84,0.7373
V3,0.65,0.85,0.7338
V3,0.65,0.86,0.7308
V3,0.65,0.87,0.7274
V3,0.65,0.88,0.7248
V3,0.65,0.89,0.7216
V3,0.65,0.9,0.7179
V3,0.65,0.91,0.7105
V3,0.65,0.92,0.7029
V3,0.65,0.93,0.6905
V3,0.65,0.94,0.6778
V3,0.65,0.95,0.6198
V3,0.7,0.05,0.6229
V3,0.7,0.06,0.6306
V3,0.7,0.07,0.6419
V3,0.7,0.08,0.6479
V3,0.7,0.09,0.6509
V3,0.7,0.1,0.6531
V3,0.7,0.11,0.6547
V3,0.7,0.12,0.6558
V3,0.7,0.13,0.6565
V3,0.7,0.14,0.6565
V3,0.7,0.15,0.6565
V3,0.7,0.16,0.6573
V3,0.7,0.17,0.6573
V3,0.7,0.18,0.6573
V3,0.7,0.19,0.6573
V3,0.7,0.2,0.6581
V3,0.7,0.21,0.6584
V3,0.7,0.22,0.6584
V3,0.7,0.23,0.6584
V3,0.7,0.24,0.6584
V3,0.7,0.25,0.6584
V3,0.7,0.26,0.6584
V3,0.7,0.27,0.6615
V3,0.7,0.28,0.6685
V3,0.7,0.29,0.674
V3,0.7,0.3,0.6768
V3,0.7,0.31,0.6835
V3,0.7,0.32,0.6873
V3,0.7,0.33,0.6907
V3,0.7,0.34,0.6948
V3,0.7,0.35,0.6959
V3,0.7,0.36,0.6998
V3,0.7,0.37,0.7018
V3,0.7,0.38,0.7042
V3,0.7,0.39,0.7069
V3,0.7,0.4,0.7087
V3,0.7,0.41,0.7084
V3,0.7,0.42,0.7119
V3,0.7,0.43,0.7162
V3,0.7,0.44,0.7204
V3,0.7,0.45,0.7252
V3,0.7,0.46,0.729
V3,0.7,0.47,0.7295
V3,0.7,0.48,0.7306
V3,0.7,0.49,0.7318
V3,0.7,0.5,0.7354
V3,0.7,0.51,0.7352
V3,0.7,0.52,0.7405
V3,0.7,0.53,0.7421
V3,0.7,0.54,0.7432
V3,0.7,0.55,0.7433
V3,0.7,0.56,0.7445
V3,0.7,0.57,0.7469
V3,0.7,0.58,0.7474
V3,0.7,0.59,0.7511
V3,0.7,0.6,0.7543
V3,0.7,0.61,0.7588
V3,0.7,0.62,0.7628
V3,0.7,0.63,0.7658
V3,0.7,0.64,0.7748
V3,0.7,0.65,0.7722
V3,0.7,0.66,0.7719
V3,0.7,0.67,0.774
V3,0.7,0.68,0.7722
V3,0.7,0.69,0.7643
V3,0.7,0.7,0.7586
V3,0.7,0.71,0.754
V3,0.7,0.72,0.7572
V3,0.7,0.73,0.7569
V3,0.7,0.74,0.7585
V3,0.7,0.75,0.7573
V3,0.7,0.76,0.7549
V3,0.7,0.77,0.7508
V3,0.7,0.78,0.7503
V3,0.7,0.79,0.7504
V3,0.7,0.8,0.7492
V3,0.7,0.81,0.7435
V3,0.7,0.82,0.7426
V3,0.7,0.83,0.74
V3,0.7,0.84,0.7351
V3,0.7,0.85,0.7327
V3,0.7,0.86,0.7308
V3,0.7,0.87,0.7274
V3,0.7,0.88,0.725
V3,0.7,0.89,0.7239
V3,0.7,0.9,0.719
V3,0.7,0.91,0.7129
V3,0.7,0.92,0.7066
V3,0.7,0.93,0.6943
V3,0.7,0.94,0.6852
V3,0.7,0.95,0.6693
V3,0.75,0.05,0.6229
V3,0.75,0.06,0.6297
V3,0.75,0.07,0.6406
V3,0.75,0.08,0.6476
V3,0.75,0.09,0.6507
V3,0.75,0.1,0.6524
V3,0.75,0.11,0.6543
V3,0.75,0.12,0.6554
V3,0.75,0.13,0.6562
V3,0.75,0.14,0.6565
V3,0.75,0.15,0.6565
V3,0.75,0.16,0.6565
V3,0.75,0.17,0.6573
V3,0.75,0.18,0.6573
V3,0.75,0.19,0.6573
V3,0.75,0.2,0.6577
V3,0.75,0.21,0.6584
V3,0.75,0.22,0.6584
V3,0.75,0.23,0.6629
V3,0.75,0.24,0.6685
V3,0.75,0.25,0.6728
V3,0.75,0.26,0.676
V3,0.75,0.27,0.6822
V3,0.75,0.28,0.684
V3,0.75,0.29,0.6882
V3,0.75,0.3,0.6932
V3,0.75,0.31,0.6938
V3,0.75,0.32,0.6976
V3,0.75,0.33,0.6998
V3,0.75,0.34,0.7024
V3,0.75,0.35,0.7077
V3,0.75,0.36,0.7073
V3,0.75,0.37,0.7078
V3,0.75,0.38,0.7088
V3,0.75,0.39,0.7117
V3,0.75,0.4,0.7153
V3,0.75,0.41,0.7204
V3,0.75,0.42,0.7242
V3,0.75,0.43,0.7276
V3,0.75,0.44,0.7284
V3,0.75,0.45,0.7296
V3,0.75,0.46,0.7304
V3,0.75,0.47,0.7312
V3,0.75,0.48,0.7326
V3,0.75,0.49,0.7357
V3,0.75,0.5,0.741
V3,0.75,0.51,0.7416
V3,0.75,0.52,0.7427
V3,0.75,0.53,0.7439
V3,0.75,0.54,0.7445
V3,0.75,0.55,0.7458
V3,0.75,0.56,0.7468
V3,0.75,0.57,0.7511
V3,0.75,0.58,0.7552
V3,0.75,0.59,0.7569
V3,0.75,0.6,0.7609
V3,0.75,0.61,0.7649
V3,0.75,0.62,0.7736
V3,0.75,0.63,0.7723
V3,0.75,0.64,0.7752
V3,0.75,0.65,0.7729
V3,0.75,0.66,0.7715
V3,0.75,0.67,0.7675
V3,0.75,0.68,0.7618
V3,0.75,0.69,0.7579
V3,0.75,0.7,0.7548
V3,0.75,0.71,0.7561
V3,0.75,0.72,0.7569
V3,0.75,0.73,0.7585
V3,0.75,0.74,0.7584
V3,0.75,0.75,0.7532
V3,0.75,0.76,0.7522
V3,0.75,0.77,0.7514
V3,0.75,0.78,0.7509
V3,0.75,0.79,0.7521
V3,0.75,0.8,0.747
V3,0.75,0.81,0.7422
V3,0.75,0.82,0.7444
V3,0.75,0.83,0.7409
