variant,mu,gamma,val_MCC
V1,0.95,0.29,0.7026
V1,0.95,0.3,0.7026
V1,0.95,0.31,0.703
V1,0.95,0.32,0.703
V1,0.95,0.33,0.7039
V1,0.95,0.34,0.7039
V1,0.95,0.35,0.7039
V1,0.95,0.36,0.7052
V1,0.95,0.37,0.7052
V1,0.95,0.38,0.7056
V1,0.95,0.39,0.7065
V1,0.95,0.4,0.707
V1,0.95,0.41,0.7078
V1,0.95,0.42,0.7072
V1,0.95,0.43,0.7061
V1,0.95,0.44,0.7055
V1,0.95,0.45,0.7059
V1,0.95,0.46,0.7053
V1,0.95,0.47,0.7042
V1,0.95,0.48,0.7029
V1,0.95,0.49,0.7007
V1,0.95,0.5,0.7001
V1,0.95,0.51,0.6994
V1,0.95,0.52,0.6975
V1,0.95,0.53,0.6969
V1,0.95,0.54,0.6986
V1,0.95,0.55,0.6958
V1,0.95,0.56,0.6937
V1,0.95,0.57,0.6928
V1,0.95,0.58,0.6911
V1,0.95,0.59,0.6894
V1,0.95,0.6,0.6873
V1,0.95,0.61,0.6827
V1,0.95,0.62,0.6762
V1,0.95,0.63,0.6666
V1,0.95,0.64,0.6594
V1,0.95,0.65,0.6551
V1,0.95,0.66,0.652
V1,0.95,0.67,0.6423
V1,0.95,0.68,0.627
V1,0.95,0.69,0.6112
V1,0.95,0.7,0.5954
V1,0.95,0.71,0.5795
V1,0.95,0.72,0.5592
V1,0.95,0.73,0.5396
V1,0.95,0.74,0.5186
V1,0.95,0.75,0.4995
V1,0.95,0.76,0.4936
V1,0.95,0.77,0.4632
V1,0.95,0.78,0.4486
V1,0.95,0.79,0.421
V1,0.95,0.8,0.3831
V1,0.95,0.81,0.3646
V1,0.95,0.82,0.3314
V1,0.95,0.83,0.3033
V1,0.95,0.84,0.2869
V1,0.95,0.85,0.2695
V1,0.95,0.86,0.2551
V1,0.95,0.87,0.2401
V1,0.95,0.88,0.2296
V1,0.95,0.89,0.2106
V1,0.95,0.9,0.1885
V1,0.95,0.91,0.1771
V1,0.95,0.92,0.1628
V1,0.95,0.93,0.1493
V1,0.95,0.94,0.1215
V1,0.95,0.95,0.1208
V1,1.0,0.05,0.6891
V1,1.0,0.06,0.6891
V1,1.0,0.07,0.6903
V1,1.0,0.08,0.6916
V1,1.0,0.09,0.692
V1,1.0,0.1,0.6928
V1,1.0,0.11,0.6937
V1,1.0,0.12,0.6949
V1,1.0,0.13,0.6954
V1,1.0,0.14,0.6954
V1,1.0,0.15,0.6954
V1,1.0,0.16,0.6958
V1,1.0,0.17,0.6962
V1,1.0,0.18,0.6966
V1,1.0,0.19,0.6979
V1,1.0,0.2,0.6979
V1,1.0,0.21,0.6979
V1,1.0,0.22,0.6992
V1,1.0,0.23,0.7005
V1,1.0,0.24,0.7009
V1,1.0,0.25,0.7018
V1,1.0,0.26,0.7026
V1,1.0,0.27,0.7026
V1,1.0,0.28,0.703
V1,1.0,0.29,0.703
V1,1.0,0.3,0.7035
V1,1.0,0.31,0.7039
V1,1.0,0.32,0.7039
V1,1.0,0.33,0.7043
V1,1.0,0.34,0.7052
V1,1.0,0.35,0.7052
V1,1.0,0.36,0.7061
V1,1.0,0.37,0.7065
V1,1.0,0.38,0.7074
V1,1.0,0.39,0.7067
V1,1.0,0.4,0.7072
V1,1.0,0.41,0.7061
V1,1.0,0.42,0.7055
V1,1.0,0.43,0.7048
V1,1.0,0.44,0.7053
V1,1.0,0.45,0.7046
V1,1.0,0.46,0.7029
V1,1.0,0.47,0.7007
V1,1.0,0.48,0.7001
V1,1.0,0.49,0.6994
V1,1.0,0.5,0.6971
V1,1.0,0.51,0.6975
V1,1.0,0.52,0.6978
V1,1.0,0.53,0.698
V1,1.0,0.54,0.6947
V1,1.0,0.55,0.6915
V1,1.0,0.56,0.6933
V1,1.0,0.57,0.6889
V1,1.0,0.58,0.6865
V1,1.0,0.59,0.6855
V1,1.0,0.6,0.6814
V1,1.0,0.61,0.6723
V1,1.0,0.62,0.6655
V1,1.0,0.63,0.6565
V1,1.0,0.64,0.6555
V1,1.0,0.65,0.6503
V1,1.0,0.66,0.6412
V1,1.0,0.67,0.627
V1,1.0,0.68,0.6125
V1,1.0,0.69,0.6
V1,1.0,0.7,0.5797
V1,1.0,0.71,0.5662
V1,1.0,0.72,0.5473
V1,1.0,0.73,0.5212
V1,1.0,0.74,0.5069
V1,1.0,0.75,0.4935
V1,1.0,0.76,0.4728
V1,1.0,0.77,0.4548
V1,1.0,0.78,0.4378
V1,1.0,0.79,0.4073
V1,1.0,0.8,0.3812
V1,1.0,0.81,0.3493
V1,1.0,0.82,0.3282
V1,1.0,0.83,0.299
V1,1.0,0.84,0.2844
V1,1.0,0.85,0.2695
V1,1.0,0.86,0.254
V1,1.0,0.87,0.2401
V1,1.0,0.88,0.2301
V1,1.0,0.89,0.2139
V1,1.0,0.9,0.1908
V1,1.0,0.91,0.1779
V1,1.0,0.92,0.1685
V1,1.0,0.93,0.1524
V1,1.0,0.94,0.1276
V1,1.0,0.95,0.1226
V2,0.0,0.05,0.5636
V2,0.0,0.06,0.5636
V2,0.0,0.07,0.6274
V2,0.0,0.08,0.6642
V2,0.0,0.09,0.6642
V2,0.0,0.1,0.6642
V2,0.0,0.11,0.6642
V2,0.0,0.12,0.6642
V2,0.0,0.13,0.6642
V2,0.0,0.14,0.6642
V2,0.0,0.15,0.6642
V2,0.0,0.16,0.6642
V2,0.0,0.17,0.6642
V2,0.0,0.18,0.6642
V2,0.0,0.19,0.6642
V2,0.0,0.2,0.6642
V2,0.0,0.21,0.6642
V2,0.0,0.22,0.6642
V2,0.0,0.23,0.6642
V2,0.0,0.24,0.6642
V2,0.0,0.25,0.6642
V2,0.0,0.26,0.6642
V2,0.0,0.27,0.6642
V2,0.0,0.28,0.6642
V2,0.0,0.29,0.6642
V2,0.0,0.3,0.6642
V2,0.0,0.31,0.6642
V2,0.0,0.32,0.6642
V2,0.0,0.33,0.6642
V2,0.0,0.34,0.6642
V2,0.0,0.35,0.6642
V2,0.0,0.36,0.6642
V2,0.0,0.37,0.6642
V2,0.0,0.38,0.6642
V2,0.0,0.39,0.6642
V2,0.0,0.4,0.6642
V2,0.0,0.41,0.6642
V2,0.0,0.42,0.6642
V2,0.0,0.43,0.6642
V2,0.0,0.44,0.6642
V2,0.0,0.45,0.6642
V2,0.0,0.46,0.6642
V2,0.0,0.47,0.6642
V2,0.0,0.48,0.6642
V2,0.0,0.49,0.6642
V2,0.0,0.5,0.6642
V2,0.0,0.51,0.6642
V2,0.0,0.52,0.6642
V2,0.0,0.53,0.6642
V2,0.0,0.54,0.6642
V2,0.0,0.55,0.6642
V2,0.0,0.56,0.6642
V2,0.0,0.57,0.6642
V2,0.0,0.58,0.6642
V2,0.0,0.59,0.6642
V2,0.0,0.6,0.6642
V2,0.0,0.61,0.6642
V2,0.0,0.62,0.6642
V2,0.0,0.63,0.6642
V2,0.0,0.64,0.6642
V2,0.0,0.65,0.6642
V2,0.0,0.66,0.6642
V2,0.0,0.67,0.6642
V2,0.0,0.68,0.6642
V2,0.0,0.69,0.6642
V2,0.0,0.7,0.6642
V2,0.0,0.71,0.6642
V2,0.0,0.72,0.6642
V2,0.0,0.73,0.6642
V2,0.0,0.74,0.6642
V2,0.0,0.75,0.6642
V2,0.0,0.76,0.6642
V2,0.0,0.77,0.6642
V2,0.0,0.78,0.6642
V2,0.0,0.79,0.6642
V2,0.0,0.8,0.6642
V2,0.0,0.81,0.6642
V2,0.0,0.82,0.6642
V2,0.0,0.83,0.6642
V2,0.0,0.84,0.6642
V2,0.0,0.85,0.6642
V2,0.0,0.86,0.6642
V2,0.0,0.87,0.0
V2,0.0,0.88,0.0
V2,0.0,0.89,0.0
V2,0.0,0.9,0.0
V2,0.0,0.91,0.0
V2,0.0,0.92,0.0
V2,0.0,0.93,0.0
V2,0.0,0.94,0.0
V2,0.0,0.95,0.0
V2,0.05,0.05,0.5636
V2,0.05,0.06,0.5636
V2,0.05,0.07,0.6274
V2,0.05,0.08,0.6642
V2,0.05,0.09,0.6642
V2,0.05,0.1,0.6642
V2,0.05,0.11,0.6642
V2,0.05,0.12,0.6642
V2,0.05,0.13,0.6642
V2,0.05,0.14,0.6642
V2,0.05,0.15,0.6642
V2,0.05,0.16,0.6642
V2,0.05,0.17,0.6642
V2,0.05,0.18,0.6642
V2,0.05,0.19,0.6642
V2,0.05,0.2,0.6642
V2,0.05,0.21,0.6642
V2,0.05,0.22,0.6642
V2,0.05,0.23,0.6642
V2,0.05,0.24,0.6642
V2,0.05,0.25,0.6642
V2,0.05,0.26,0.6642
V2,0.05,0.27,0.6642
V2,0.05,0.28,0.6642
V2,0.05,0.29,0.6642
V2,0.05,0.3,0.6642
V2,0.05,0.31,0.6642
V2,0.05,0.32,0.6642
V2,0.05,0.33,0.6642
V2,0.05,0.34,0.6642
V2,0.05,0.35,0.6642
V2,0.05,0.36,0.6642
V2,0.05,0.37,0.6642
V2,0.05,0.38,0.6642
V2,0.05,0.39,0.6642
V2,0.05,0.4,0.6642
V2,0.05,0.41,0.6642
V2,0.05,0.42,0.6642
V2,0.05,0.43,0.6642
V2,0.05,0.44,0.6642
V2,0.05,0.45,0.6642
V2,0.05,0.46,0.6642
V2,0.05,0.47,0.6642
V2,0.05,0.48,0.6642
V2,0.05,0.49,0.6642
V2,0.05,0.5,0.6642
V2,0.05,0.51,0.6642
V2,0.05,0.52,0.6642
V2,0.05,0.53,0.6642
V2,0.05,0.54,0.6642
V2,0.05,0.55,0.6642
V2,0.05,0.56,0.6642
V2,0.05,0.57,0.6642
V2,0.05,0.58,0.6642
V2,0.05,0.59,0.6642
V2,0.05,0.6,0.6642
V2,0.05,0.61,0.6642
V2,0.05,0.62,0.6642
V2,0.05,0.63,0.6642
V2,0.05,0.64,0.6642
V2,0.05,0.65,0.6642
V2,0.05,0.66,0.6642
V2,0.05,0.67,0.6642
V2,0.05,0.68,0.6642
V2,0.05,0.69,0.6642
V2,0.05,0.7,0.6642
V2,0.05,0.71,0.6642
V2,0.05,0.72,0.6642
V2,0.05,0.73,0.6642
V2,0.05,0.74,0.6642
V2,0.05,0.75,0.6642
V2,0.05,0.76,0.6642
V2,0.05,0.77,0.6642
V2,0.05,0.78,0.6642
V2,0.05,0.79,0.6642
V2,0.05,0.8,0.6642
V2,0.05,0.81,0.6642
V2,0.05,0.82,0.6642
V2,0.05,0.83,0.8348
V2,0.05,0.84,0.843
V2,0.05,0.85,0.8428
V2,0.05,0.86,0.8405
V2,0.05,0.87,0.8111
V2,0.05,0.88,0.0
V2,0.05,0.89,0.0
V2,0.05,0.9,0.0
V2,0.05,0.91,0.0
V2,0.05,0.92,0.0
V2,0.05,0.93,0.0
V2,0.05,0.94,0.0
V2,0.05,0.95,0.0
V2,0.1,0.05,0.5636
V2,0.1,0.06,0.5636
V2,0.1,0.07,0.6642
V2,0.1,0.08,0.6642
V2,0.1,0.09,0.6642
V2,0.1,0.1,0.6642
V2,0.1,0.11,0.6642
V2,0.1,0.12,0.6642
V2,0.1,0.13,0.6642
V2,0.1,0.14,0.6642
V2,0.1,0.15,0.6642
V2,0.1,0.16,0.6642
V2,0.1,0.17,0.6642
V2,0.1,0.18,0.6642
V2,0.1,0.19,0.6642
V2,0.1,0.2,0.6642
V2,0.1,0.21,0.6642
V2,0.1,0.22,0.6642
V2,0.1,0.23,0.6642
V2,0.1,0.24,0.6642
V2,0.1,0.25,0.6642
V2,0.1,0.26,0.6642
V2,0.1,0.27,0.6642
V2,0.1,0.28,0.6642
V2,0.1,0.29,0.6642
V2,0.1,0.3,0.6642
V2,0.1,0.31,0.6642
V2,0.1,0.32,0.6642
V2,0.1,0.33,0.6642
V2,0.1,0.34,0.6642
V2,0.1,0.35,0.6642
V2,0.1,0.36,0.6642
V2,0.1,0.37,0.6642
V2,0.1,0.38,0.6642
V2,0.1,0.39,0.6642
V2,0.1,0.4,0.6642
V2,0.1,0.41,0.6642
V2,0.1,0.42,0.6642
V2,0.1,0.43,0.6642
V2,0.1,0.44,0.6642
V2,0.1,0.45,0.6642
V2,0.1,0.46,0.6642
V2,0.1,0.47,0.6642
V2,0.1,0.48,0.6642
V2,0.1,0.49,0.6642
V2,0.1,0.5,0.6642
V2,0.1,0.51,0.6642
V2,0.1,0.52,0.6642
V2,0.1,0.53,0.6642
V2,0.1,0.54,0.6642
V2,0.1,0.55,0.6642
V2,0.1,0.56,0.6642
V2,0.1,0.57,0.6642
V2,0.1,0.58,0.6642
V2,0.1,0.59,0.6642
V2,0.1,0.6,0.6642
V2,0.1,0.61,0.6642
V2,0.1,0.62,0.6642
V2,0.1,0.63,0.6642
V2,0.1,0.64,0.6642
V2,0.1,0.65,0.6642
V2,0.1,0.66,0.6642
V2,0.1,0.67,0.6642
V2,0.1,0.68,0.6642
V2,0.1,0.69,0.6642
V2,0.1,0.7,0.6642
V2,0.1,0.71,0.6642
V2,0.1,0.72,0.6642
V2,0.1,0.73,0.6642
V2,0.1,0.74,0.6642
V2,0.1,0.75,0.6642
V2,0.1,0.76,0.6642
V2,0.1,0.77,0.6642
V2,0.1,0.78,0.6642
V2,0.1,0.79,0.8319
V2,0.1,0.8,0.829
V2,0.1,0.81,0.8428
V2,0.1,0.82,0.8426
V2,0.1,0.83,0.8444
V2,0.1,0.84,0.8382
V2,0.1,0.85,0.8416
V2,0.1,0.86,0.8306
V2,0.1,0.87,0.8148
V2,0.1,0.88,0.777
V2,0.1,0.89,0.0
V2,0.1,0.9,0.0
V2,0.1,0.91,0.0
V2,0.1,0.92,0.0
V2,0.1,0.93,0.0
V2,0.1,0.94,0.0
V2,0.1,0.95,0.0
V2,0.15,0.05,0.5636
V2,0.15,0.06,0.6274
V2,0.15,0.07,0.6642
V2,0.15,0.08,0.6642
V2,0.15,0.09,0.6642
V2,0.15,0.1,0.6642
V2,0.15,0.11,0.6642
V2,0.15,0.12,0.6642
V2,0.15,0.13,0.6642
V2,0.15,0.14,0.6642
V2,0.15,0.15,0.6642
V2,0.15,0.16,0.6642
V2,0.15,0.17,0.6642
V2,0.15,0.18,0.6642
V2,0.15,0.19,0.6642
V2,0.15,0.2,0.6642
V2,0.15,0.21,0.6642
V2,0.15,0.22,0.6642
V2,0.15,0.23,0.6642
V2,0.15,0.24,0.6642
V2,0.15,0.25,0.6642
V2,0.15,0.26,0.6642
V2,0.15,0.27,0.6642
V2,0.15,0.28,0.6642
V2,0.15,0.29,0.6642
V2,0.15,0.3,0.6642
V2,0.15,0.31,0.6642
V2,0.15,0.32,0.6642
V2,0.15,0.33,0.6642
V2,0.15,0.34,0.6642
V2,0.15,0.35,0.6642
V2,0.15,0.36,0.6642
V2,0.15,0.37,0.6642
V2,0.15,0.38,0.6642
V2,0.15,0.39,0.6642
V2,0.15,0.4,0.6642
V2,0.15,0.41,0.6642
V2,0.15,0.42,0.6642
V2,0.15,0.43,0.6642
V2,0.15,0.44,0.6642
V2,0.15,0.45,0.6642
V2,0.15,0.46,0.6642
V2,0.15,0.47,0.6642
V2,0.15,0.48,0.6642
V2,0.15,0.49,0.6642
V2,0.15,0.5,0.6642
V2,0.15,0.51,0.6642
V2,0.15,0.52,0.6642
V2,0.15,0.53,0.6642
V2,0.15,0.54,0.6642
V2,0.15,0.55,0.6642
V2,0.15,0.56,0.6642
V2,0.15,0.57,0.6642
V2,0.15,0.58,0.6642
V2,0.15,0.59,0.6642
V2,0.15,0.6,0.6642
V2,0.15,0.61,0.6642
V2,0.15,0.62,0.6642
V2,0.15,0.63,0.6642
V2,0.15,0.64,0.6642
V2,0.15,0.65,0.6642
V2,0.15,0.66,0.6642
V2,0.15,0.67,0.6642
V2,0.15,0.68,0.6642
V2,0.15,0.69,0.6642
V2,0.15,0.7,0.6642
V2,0.15,0.71,0.6642
V2,0.15,0.72,0.6642
V2,0.15,0.73,0.6642
V2,0.15,0.74,0.8007
V2,0.15,0.75,0.8303
V2,0.15,0.76,0.8316
V2,0.15,0.77,0.83
V2,0.15,0.78,0.8411
V2,0.15,0.79,0.8455
V2,0.15,0.8,0.8419
V2,0.15,0.81,0.8435
V2,0.15,0.82,0.8409
V2,0.15,0.83,0.838
V2,0.15,0.84,0.8416
V2,0.15,0.85,0.8348
V2,0.15,0.86,0.8238
V2,0.15,0.87,0.8164
V2,0.15,0.88,0.8038
V2,0.15,0.89,0.0
V2,0.15,0.9,0.0
V2,0.15,0.91,0.0
V2,0.15,0.92,0.0
V2,0.15,0.93,0.0
V2,0.15,0.94,0.0
V2,0.15,0.95,0.0
V2,0.2,0.05,0.5636
V2,0.2,0.06,0.6274
V2,0.2,0.07,0.6642
V2,0.2,0.08,0.6642
V2,0.2,0.09,0.6642
V2,0.2,0.1,0.6642
V2,0.2,0.11,0.6642
V2,0.2,0.12,0.6642
V2,0.2,0.13,0.6642
V2,0.2,0.14,0.6642
V2,0.2,0.15,0.6642
V2,0.2,0.16,0.6642
V2,0.2,0.17,0.6642
V2,0.2,0.18,0.6642
V2,0.2,0.19,0.6642
V2,0.2,0.2,0.6642
V2,0.2,0.21,0.6642
V2,0.2,0.22,0.6642
V2,0.2,0.23,0.6642
V2,0.2,0.24,0.6642
V2,0.2,0.25,0.6642
V2,0.2,0.26,0.6642
V2,0.2,0.27,0.6642
V2,0.2,0.28,0.6642
V2,0.2,0.29,0.6642
V2,0.2,0.3,0.6642
V2,0.2,0.31,0.6642
V2,0.2,0.32,0.6642
V2,0.2,0.33,0.6642
V2,0.2,0.34,0.6642
V2,0.2,0.35,0.6642
V2,0.2,0.36,0.6642
V2,0.2,0.37,0.6642
V2,0.2,0.38,0.6642
V2,0.2,0.39,0.6642
V2,0.2,0.4,0.6642
V2,0.2,0.41,0.6642
V2,0.2,0.42,0.6642
V2,0.2,0.43,0.6642
V2,0.2,0.44,0.6642
V2,0.2,0.45,0.6642
V2,0.2,0.46,0.6642
V2,0.2,0.47,0.6642
V2,0.2,0.48,0.6642
V2,0.2,0.49,0.6642
V2,0.2,0.5,0.6642
V2,0.2,0.51,0.6642
V2,0.2,0.52,0.6642
V2,0.2,0.53,0.6642
V2,0.2,0.54,0.6642
V2,0.2,0.55,0.6642
V2,0.2,0.56,0.6642
V2,0.2,0.57,0.6642
V2,0.2,0.58,0.6642
V2,0.2,0.59,0.6642
V2,0.2,0.6,0.6642
V2,0.2,0.61,0.6642
V2,0.2,0.62,0.6642
V2,0.2,0.63,0.6642
V2,0.2,0.64,0.6642
V2,0.2,0.65,0.6642
V2,0.2,0.66,0.6642
V2,0.2,0.67,0.6642
V2,0.2,0.68,0.6642
V2,0.2,0.69,0.6642
V2,0.2,0.7,0.8228
V2,0.2,0.71,0.8319
V2,0.2,0.72,0.8348
V2,0.2,0.73,0.8297
V2,0.2,0.74,0.8302
V2,0.2,0.75,0.8406
V2,0.2,0.76,0.8447
V2,0.2,0.77,0.8442
V2,0.2,0.78,0.8424
V2,0.2,0.79,0.8435
V2,0.2,0.8,0.843
V2,0.2,0.81,0.8387
V2,0.2,0.82,0.8374
V2,0.2,0.83,0.8411
V2,0.2,0.84,0.8368
V2,0.2,0.85,0.8311
V2,0.2,0.86,0.8237
V2,0.2,0.87,0.8164
V2,0.2,0.88,0.8085
V2,0.2,0.89,0.7838
V2,0.2,0.9,0.0
V2,0.2,0.91,0.0
V2,0.2,0.92,0.0
V2,0.2,0.93,0.0
V2,0.2,0.94,0.0
V2,0.2,0.95,0.0
V2,0.25,0.05,0.5636
V2,0.25,0.06,0.6642
V2,0.25,0.07,0.6642
V2,0.25,0.08,0.6642
V2,0.25,0.09,0.6642
V2,0.25,0.1,0.6642
V2,0.25,0.11,0.6642
V2,0.25,0.12,0.6642
V2,0.25,0.13,0.6642
V2,0.25,0.14,0.6642
V2,0.25,0.15,0.6642
V2,0.25,0.16,0.6642
V2,0.25,0.17,0.6642
V2,0.25,0.18,0.6642
V2,0.25,0.19,0.6642
V2,0.25,0.2,0.6642
V2,0.25,0.21,0.6642
V2,0.25,0.22,0.6642
V2,0.25,0.23,0.6642
V2,0.25,0.24,0.6642
V2,0.25,0.25,0.6642
V2,0.25,0.26,0.6642
V2,0.25,0.27,0.6642
V2,0.25,0.28,0.6642
V2,0.25,0.29,0.6642
V2,0.25,0.3,0.6642
V2,0.25,0.31,0.6642
V2,0.25,0.32,0.6642
V2,0.25,0.33,0.6642
V2,0.25,0.34,0.6642
V2,0.25,0.35,0.6642
V2,0.25,0.36,0.6642
V2,0.25,0.37,0.6642
V2,0.25,0.38,0.6642
V2,0.25,0.39,0.6642
V2,0.25,0.4,0.6642
V2,0.25,0.41,0.6642
V2,0.25,0.42,0.6642
V2,0.25,0.43,0.6642
V2,0.25,0.44,0.6642
V2,0.25,0.45,0.6642
V2,0.25,0.46,0.6642
V2,0.25,0.47,0.6642
V2,0.25,0.48,0.6642
V2,0.25,0.49,0.6642
V2,0.25,0.5,0.6642
V2,0.25,0.51,0.6642
V2,0.25,0.52,0.6642
V2,0.25,0.53,0.6642
V2,0.25,0.54,0.6642
V2,0.25,0.55,0.6642
V2,0.25,0.56,0.6642
V2,0.25,0.57,0.6642
V2,0.25,0.58,0.6642
V2,0.25,0.59,0.6642
V2,0.25,0.6,0.6642
V2,0.25,0.61,0.6642
V2,0.25,0.62,0.6642
V2,0.25,0.63,0.6642
V2,0.25,0.64,0.6642
V2,0.25,0.65,0.6642
V2,0.25,0.66,0.8258
V2,0.25,0.67,0.8319
V2,0.25,0.68,0.8338
V2,0.25,0.69,0.8318
V2,0.25,0.7,0.8304
V2,0.25,0.71,0.8318
V2,0.25,0.72,0.8406
V2,0.25,0.73,0.8448
V2,0.25,0.74,0.8444
V2,0.25,0.75,0.8431
V2,0.25,0.76,0.8418
V2,0.25,0.77,0.8435
V2,0.25,0.78,0.8417
V2,0.25,0.79,0.8404
V2,0.25,0.8,0.8382
V2,0.25,0.81,0.8379
V2,0.25,0.82,0.8407
V2,0.25,0.83,0.8389
V2,0.25,0.84,0.8342
V2,0.25,0.85,0.8285
V2,0.25,0.86,0.8217
V2,0.25,0.87,0.8164
V2,0.25,0.88,0.8069
V2,0.25,0.89,0.8006
V2,0.25,0.9,0.7334
V2,0.25,0.91,0.0
V2,0.25,0.92,0.0
V2,0.25,0.93,0.0
V2,0.25,0.94,0.0
V2,0.25,0.95,0.0
V2,0.3,0.05,0.6246
V2,0.3,0.06,0.6642
V2,0.3,0.07,0.6642
V2,0.3,0.08,0.6642
V2,0.3,0.09,0.6642
V2,0.3,0.1,0.6642
V2,0.3,0.11,0.6642
V2,0.3,0.12,0.6642
V2,0.3,0.13,0.6642
V2,0.3,0.14,0.6642
V2,0.3,0.15,0.6642
V2,0.3,0.16,0.6642
V2,0.3,0.17,0.6642
V2,0.3,0.18,0.6642
V2,0.3,0.19,0.6642
V2,0.3,0.2,0.6642
V2,0.3,0.21,0.6642
V2,0.3,0.22,0.6642
V2,0.3,0.23,0.6642
V2,0.3,0.24,0.6642
V2,0.3,0.25,0.6642
V2,0.3,0.26,0.6642
V2,0.3,0.27,0.6642
V2,0.3,0.28,0.6642
V2,0.3,0.29,0.6642
V2,0.3,0.3,0.6642
V2,0.3,0.31,0.6642
V2,0.3,0.32,0.6642
V2,0.3,0.33,0.6642
V2,0.3,0.34,0.6642
V2,0.3,0.35,0.6642
V2,0.3,0.36,0.6642
V2,0.3,0.37,0.6642
V2,0.3,0.38,0.6642
V2,0.3,0.39,0.6642
V2,0.3,0.4,0.6642
V2,0.3,0.41,0.6642
V2,0.3,0.42,0.6642
V2,0.3,0.43,0.6642
V2,0.3,0.44,0.6642
V2,0.3,0.45,0.6642
V2,0.3,0.46,0.6642
V2,0.3,0.47,0.6642
V2,0.3,0.48,0.6642
V2,0.3,0.49,0.6642
V2,0.3,0.5,0.6642
V2,0.3,0.51,0.6642
V2,0.3,0.52,0.6642
V2,0.3,0.53,0.6642
V2,0.3,0.54,0.6642
V2,0.3,0.55,0.6642
V2,0.3,0.56,0.6642
V2,0.3,0.57,0.6642
V2,0.3,0.58,0.6642
V2,0.3,0.59,0.6642
V2,0.3,0.6,0.6642
V2,0.3,0.61,0.7806
V2,0.3,0.62,0.827
V2,0.3,0.63,0.8335
V2,0.3,0.64,0.834
V2,0.3,0.65,0.8324
V2,0.3,0.66,0.8285
V2,0.3,0.67,0.8306
V2,0.3,0.68,0.8323
V2,0.3,0.69,0.8402
V2,0.3,0.7,0.8435
V2,0.3,0.71,0.845
V2,0.3,0.72,0.8433
V2,0.3,0.73,0.8415
V2,0.3,0.74,0.8428
V2,0.3,0.75,0.8435
V2,0.3,0.76,0.8413
V2,0.3,0.77,0.8409
V2,0.3,0.78,0.8392
V2,0.3,0.79,0.8376
V2,0.3,0.8,0.8398
V2,0.3,0.81,0.8407
V2,0.3,0.82,0.8395
V2,0.3,0.83,0.8353
V2,0.3,0.84,0.8316
V2,0.3,0.85,0.8249
V2,0.3,0.86,0.8211
V2,0.3,0.87,0.8164
V2,0.3,0.88,0.8106
V2,0.3,0.89,0.8074
V2,0.3,0.9,0.7853
V2,0.3,0.91,0.0
V2,0.3,0.92,0.0
V2,0.3,0.93,0.0
V2,0.3,0.94,0.0
V2,0.3,0.95,0.0
V2,0.35,0.05,0.6274
V2,0.35,0.06,0.6642
V2,0.35,0.07,0.6642
V2,0.35,0.08,0.6642
V2,0.35,0.09,0.6642
V2,0.35,0.1,0.6642
V2,0.35,0.11,0.6642
V2,0.35,0.12,0.6642
V2,0.35,0.13,0.6642
V2,0.35,0.14,0.6642
V2,0.35,0.15,0.6642
V2,0.35,0.16,0.6642
V2,0.35,0.17,0.6642
V2,0.35,0.18,0.6642
V2,0.35,0.19,0.6642
V2,0.35,0.2,0.6642
V2,0.35,0.21,0.6642
V2,0.35,0.22,0.6642
V2,0.35,0.23,0.6642
V2,0.35,0.24,0.6642
V2,0.35,0.25,0.6642
V2,0.35,0.26,0.6642
V2,0.35,0.27,0.6642
V2,0.35,0.28,0.6642
V2,0.35,0.29,0.6642
V2,0.35,0.3,0.6642
V2,0.35,0.31,0.6642
V2,0.35,0.32,0.6642
V2,0.35,0.33,0.6642
V2,0.35,0.34,0.6642
V2,0.35,0.35,0.6642
V2,0.35,0.36,0.6642
V2,0.35,0.37,0.6642
V2,0.35,0.38,0.6642
V2,0.35,0.39,0.6642
V2,0.35,0.4,0.6642
V2,0.35,0.41,0.6642
V2,0.35,0.42,0.6642
V2,0.35,0.43,0.6642
V2,0.35,0.44,0.6642
V2,0.35,0.45,0.6642
V2,0.35,0.46,0.6642
V2,0.35,0.47,0.6642
V2,0.35,0.48,0.6642
V2,0.35,0.49,0.6642
V2,0.35,0.5,0.6642
V2,0.35,0.51,0.6642
V2,0.35,0.52,0.6642
V2,0.35,0.53,0.6642
V2,0.35,0.54,0.6642
V2,0.35,0.55,0.6642
V2,0.35,0.56,0.6642
V2,0.35,0.57,0.8081
V2,0.35,0.58,0.8271
V2,0.35,0.59,0.834
V2,0.35,0.6,0.8347
V2,0.35,0.61,0.8337
V2,0.35,0.62,0.8325
V2,0.35,0.63,0.8292
V2,0.35,0.64,0.8299
V2,0.35,0.65,0.8335
V2,0.35,0.66,0.8402
V2,0.35,0.67,0.843
V2,0.35,0.68,0.8447
V2,0.35,0.69,0.8444
V2,0.35,0.7,0.8426
V2,0.35,0.71,0.8419
V2,0.35,0.72,0.8428
V2,0.35,0.73,0.8435
V2,0.35,0.74,0.8423
V2,0.35,0.75,0.843
V2,0.35,0.76,0.8399
V2,0.35,0.77,0.8387
V2,0.35,0.78,0.838
V2,0.35,0.79,0.8408
V2,0.35,0.8,0.8407
V2,0.35,0.81,0.8405
V2,0.35,0.82,0.8358
V2,0.35,0.83,0.8337
V2,0.35,0.84,0.8306
V2,0.35,0.85,0.8233
V2,0.35,0.86,0.8201
V2,0.35,0.87,0.8164
